flowId,src,dst,proto,sPort,dPort,tx,rx,lost,throughput_Mbps,avgDelay_ms,avgJitter_ms
1,10.0.7.1,10.0.1.2,17,49153,9,40,40,0,0.008856,12.242093,0.000000
2,10.0.1.2,10.0.7.1,17,9,49153,40,40,0,0.008856,12.242093,0.000000
